brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,weight_oz,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url
,A500,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA,,Yes,2014  August,Available. Released 2014  August,141.4 x 72.6 x 10.2 mm (5.57 x 2.86 x 0.40 in),147,5.19,Dual SIM,,5.0 inches (~67.1% screen-to-body ratio),480 x 854 pixels (~196 ppi pixel density),Android 4.4.2 (KitKat),,Mediatek MT6572M,Mali-400,microSD  up to 32 GB,8 GB,1 GB RAM,5 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,Yes,,FM radio,microUSB 2.0,Accelerometer| proximity,Li-Ion 2000 mAh battery,Black| White,90.0,http://cdn2.gsmarena.com/vv/bigpic/celkon-a500.jpg
Celkon,C74,GSM,,,,,Yes,No,2013  August,Available. Released 2013  August,-,,,Dual SIM (Mini-SIM| dual stand-by),TFT,2.8 inches,240 x 320 pixels (~143 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),,,1.3 MP,No,Yes,,No,Yes,No,,FM radio,Yes,,Removable Li-Ion 1100 mAh battery,Black,,
verykool,s635,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - SIM 1 only,,HSPA,Yes,Yes,2012  October,Available. Released 2012  October,108 x 57.2 x 12.5 mm (4.25 x 2.25 x 0.49 in),80,2.82,Dual SIM (Mini-SIM),TFT,,320 x 240 pixels (~200 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),,,1.3 MP,No,Yes,TBD,Yes| hotspot,2.1,,,FM radio,2,,Removable Li-Ion 1100 mAh battery,Black/Red| Black/Blue,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s365.jpg
BlackBerry,Tour 9630,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,,HSPA,Class 10,Class 10,2009  July. Released 2009  July,Discontinued,112 x 62 x 14.2 mm (4.41 x 2.44 x 0.56 in),130,4.59,Mini-SIM,65K colors,,480 x 360 pixels (~250 ppi pixel density),BlackBerry OS,,,,microSD  up to 8 GB (dedicated slot),256 MB,,3.15 MP| autofocus| LED flash,No,Yes,Yes,No,2.0| A2DP,Yes with A-GPS BlackBerry Maps,,,microUSB 2.0,,Removable Li-Ion 1400 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/bb-tour-9630.jpg
,XDA mini S,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Yes,2005  3Q,Discontinued,108 x 58 x 23 mm (4.25 x 2.28 x 0.91 in),160,5.64,Mini-SIM,,2.8 inches| 42 x 57 mm (~38.8% screen-to-body ratio),,Microsoft Windows Mobile 5.0 PocketPC,200 MHz ARM926EJ-S,TI OMAP 850,,miniSD  up to 2 GB,128 MB ROM,64 MB RAM,1.3 MP| LED flash,No,Yes,No,Wi-Fi 802.11b/g,2,No,,No,miniUSB,,Removable Li-Po 1200 mAh battery,Silver,,http://cdn2.gsmarena.com/vv/bigpic/o2-xdamini-s.gif
LG,Wink Style T310,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Class 10,Class 10,,Discontinued,102.9 x 56.9 x 11.9 mm (4.05 x 2.24 x 0.47 in),86.5,3.03,Mini-SIM,TFT resistive touchscreen  256K colors,2.8 inches (~41.5% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),,,,,microSD  up to 4 GB (dedicated slot),20 MB,,2 MP,No,Yes,Yes,Yes| Wi-Fi 802.11 b/g (carrier dependant),2.1| A2DP| EDR,No,,Stereo FM radio| RDS; built-in antenna,microUSB 2.0,,Removable Li-Ion 900 mAh battery,Black&Red| White&Organge| Black&Titan Silver| Pink&White,60.0,http://cdn2.gsmarena.com/vv/bigpic/lg-wink-style-t310.jpg
verykool,,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,No,2012  October,,111 x 58.4 x 11.2 mm (4.37 x 2.30 x 0.44 in),,3.88,Dual SIM (Mini-SIM),,,320 x 240 pixels (~174 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),,,1.3 MP,No,Yes,Yes,Yes,2.0| A2DP,No,,Wireless FM,Yes,,Removable Li-Ion battery,Black/Red| White/Blue,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i625.jpg
Micromax,Bolt Supreme Q300,,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,,Yes,2016  May,Available. Released 2016  May,-,,,Dual SIM (Micro-SIM| dual stand-by),TFT touchscreen  256K colors,3.5 inches,320 x 480 pixels (~165 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.2 GHz,Spreadtrum SC7731C,,microSD  up to 32 GB,4 GB,512 MB RAM,2 MP| LED flash,VGA,Yes,Yes,Yes,2.1,No,,FM radio,microUSB 2.0,Accelerometer,Li-Ion 1200 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/micromax-q300.jpg
,A109 Canvas XL2,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Yes,Yes,2014  August,Available. Released 2014  August,,,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches,540 x 960 (~200 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589M,PowerVR SGX544,,4 GB,1 GB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Yes,4.0| A2DP,Yes with A-GPS,,FM radio,,Accelerometer| proximity,Removable Li-Ion 2500 mAh battery,,,http://cdn2.gsmarena.com/vv/bigpic/micromax-a109.jpg
,EF61,GSM,GSM 900 / 1800 / 1900 ,,,,,No,2006  July,Discontinued,88 x 46 x 23 mm (3.46 x 1.81 x 0.91 in),99,3.49,Mini-SIM,,,128 x 160 pixels,,,,,microSD (dedicated slot),1.5 MB,,,No,,No,No,Yes,No,,No,1.1,,Removable Li-Ion 750 mAh battery,Whisper,,http://cdn2.gsmarena.com/vv/bigpic/benqsiemens-ef61.gif
Samsung,Google Nexus S 4G,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,EV-DO Rev.A 3.1 Mbps,No,,2011  March,,,131,4.62,Mini-SIM,Super AMOLED capacitive touchscreen  16M colors,4.0 inches (~58.3% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 2.3 (Gingerbread),1.0 GHz Cortex-A8,Hummingbird,PowerVR SGX540,No,16 GB,512 MB RAM,5 MP| autofocus| LED flash,,,Yes,Wi-Fi 802.11 b/g/n| WiMAX| hotspot,2.1| A2DP| EDR,Yes with A-GPS,Yes,No,microUSB 2.0,Accelerometer| gyro| proximity| compass| barometer,Removable Li-Ion 1500 mAh battery,Black,150.0,http://cdn2.gsmarena.com/vv/bigpic/Samsung-Nexus-S-4G.jpg
Gionee,Marathon M5,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 20(800)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA  LTE,Class 12,Class 12,2015  June,Available. Released 2015  November,152 x 76 x 8.6 mm (5.98 x 2.99 x 0.34 in),211,,Dual SIM (Micro-SIM| dual stand-by),AMOLED capacitive touchscreen  16M colors,5.5 inches (~72.2% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Mali-T720MP2,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,13 MP| f/2.0| phase detection autofocus| LED flash,5 MP| f/2.2| 720p,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,,Yes with A-GPS,,FM radio| RDS| recording,microUSB 2.0| USB On-The-Go,Accelerometer| proximity| compass,Non-removable Li-Po 6020 mAh battery,White| Gold| Black,330.0,http://cdn2.gsmarena.com/vv/bigpic/gionee-marathon-m5-new.jpg
Vertu,Ascent,GSM,GSM 900 / 1800 / 1900 ,,,,Yes,No,2004,Discontinued,108 x 44 x 22 mm| 78 cc (4.25 x 1.73 x 0.87 in),173,6.1,Mini-SIM,,,116 x 148 pixels,,,,,No,,,,,Yes,No,No,Yes,No,,No,,,Removable Li-Ion 780 mAh battery,Yellow| Blue| Red| Black| Brown| Tan,3320.0,http://cdn2.gsmarena.com/vv/bigpic/vertu_ascent.gif
Wiko,Pulp 4G,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 20(800),HSPA 21.1/5.76 Mbps  LTE Cat4 150/50 Mbps,Up to 107 kbps,Up to 296 kbps,2015  November,Available. Released 2015  November,143.9 x 72 x 8.8 mm (5.67 x 2.83 x 0.35 in),,5.33,,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~66.5% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 64 GB (uses SIM 2 slot),16 GB,,13 MP| autofocus| LED flash,5 MP| LED flash,Yes with stereo speakers,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0| USB Host,Accelerometer| gyro| proximity| compass,Removable Li-Po 2500 mAh battery,Black| White| Chocolate| Electric Blue| Flashy Red,,
Motorola,W7 Active Edition,GSM / UMTS,GSM 850 / 900 / 1800 / 1900 ,UMTS 850 / 1900 / 2100 ,,Yes  384 kbps,Class 12,Class 12,2009  May. Released 2009  September,Discontinued,99 x 49 x 15 mm (3.90 x 1.93 x 0.59 in),105,3.7,Mini-SIM,TFT  256K colors,2.2 inches (~30.9% screen-to-body ratio),240 x 320 pixels (~182 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),30 MB,,2 MP,VGA,Yes,No,No,2.0| A2DP,No,,FM radio,miniUSB,Accelerometer,Removable Li-Ion 910 mAh battery,,70.0,http://cdn2.gsmarena.com/vv/bigpic/motorola-w7.jpg
,U8100,GSM / UMTS,GSM 900 / 1800 ,UMTS 2100 ,,Yes  384 kbps,Class 10,No,2003  3Q,Discontinued,96 x 50 x 22 mm (3.78 x 1.97 x 0.87 in),120,,,TFD  64K colors,,176 x 220 pixels| 7 lines,,,,,No,64 MB,,VGA,No,No,No,No,No,No,,No,Yes,,,,,http://cdn2.gsmarena.com/vv/bigpic/lgu8100.gif
ZTE,Coral200 Sollar,GSM,GSM 900 / 1800 ,,,,No,No,2007  May. Released 2007,Discontinued,106 x 45.6 x 18.1 mm (4.17 x 1.80 x 0.71 in),85,3,Mini-SIM,CSTN  65K colors,,128 x 128 pixels,,,,,No,4 MB,,,,No,No,No,No,,,No,No,,Removable Li-Ion 690 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/zte-coral200-sollar.jpg
Samsung,Galaxy Tab E 8.0,CDMA / HSPA / EVDO / LTE,,HSDPA 850 / 900 / 1900 / 2100 - T377,LTE band 3(1800)| 7(2600)| 8(900)| 28(700)| 38(2600) - T377,,,,2016  January,Available. Released 2016  January,212.1 x 126.1 x 8.9 mm (8.35 x 4.96 x 0.35 in),360,12.7,,TFT capacitive touchscreen  16M colors,8.0 inches (~69.4% screen-to-body ratio),800 x 1280 pixels (~189 ppi pixel density),Android 5.1.1 (Lollipop)| upgradable to 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 256 GB (dedicated slot),16 GB,1.5 GB RAM,5 MP| f/2.2| autofocus,,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual-band| WiFi Direct| hotspot,4.1| A2DP,Yes with A-GPS GLONASS,,,,Accelerometer,Non-removable Li-Ion 5000 mAh battery,,180.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-e-80.jpg
,Desire Eye,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,,LTE band 1(2100)| 3(1800)| 7(2600)| 8(900)| 28(700)| 38(2600)| 39(1900)| 40(2300)| 41(2500) - Asia,HSPA 42.2/21.1(AT&T)/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014  October,Available. Released 2014  November,151.7 x 73.8 x 8.5 mm (5.97 x 2.91 x 0.33 in),154,5.43,Nano-SIM,Capacitive touchscreen  16M colors,5.2 inches (~66.6% screen-to-body ratio),1080 x 1920 pixels (~424 ppi pixel density),Android 4.4.4 (KitKat)| upgradable to 6.0.1 (Marshmallow),Quad-core 2.3 GHz Krait 400,Qualcomm Snapdragon 801,Adreno 330,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.0| 28mm| autofocus| dual-LED (dual tone) flash| ,13 MP| f/2.2| 22mm| autofocus| dual-LED (dual tone) flash| HDR,Yes with stereo speakers,Yes,,4.0| A2DP| aptX,Yes with A-GPS GLONASS,Yes,FM radio| RDS,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 2400 mAh battery,Blue| Red| White,380.0,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-eye-ofic1.jpg
Samsung,Z650i,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,Yes  384 kbps,Class 10,Yes,2006  October,Discontinued,101 x 51 x 15.9 mm (3.98 x 2.01 x 0.63 in),,3.35,Mini-SIM,TFT  256K colors,2.2 inches (~29.1% screen-to-body ratio),240 x 320 pixels (~182 ppi pixel density),,,,,microSD (dedicated slot),10 MB,,,Yes,Yes,No,No,2.0| A2DP,No,,No,Yes,,Removable Li-Ion 900 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/samsung-z650i.gif
Sony Ericsson,,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,Yes  384 kbps,Class 10,No,2007  May,,104 x 46 x 12.5 mm (4.09 x 1.81 x 0.49 in),95,3.35,Mini-SIM,TFT  256K colors,1.9 inches (~23.4% screen-to-body ratio),240 x 320 pixels (~211 ppi pixel density),,,,,Memory Stick Micro (M2)  up to  2 GB  256 MB included,16 MB,,3.15 MP| autofocus| LED flash,VGA videocall camera,Yes,,No,2.0| A2DP,No,,FM radio,2,,Removable Li-Po 930 mAh battery (BST-38),Growing Green| Midnight Blue| Eclipse Black| Precious Gold,120.0,http://cdn2.gsmarena.com/vv/bigpic/sonyericsson-t650.gif
LG,US760 Genesis,CDMA / EVDO,CDMA 800 / 1900 ,CDMA2000 1xEV-DO ,,EV-DO Rev.A 3.1 Mbps,No,No,2011  May,Available. Released 2011  June,120 x 62 x 17 mm (4.72 x 2.44 x 0.67 in),170,6,,TFT capacitive touchscreen  16M colors,3.5 inches (~46.9% screen-to-body ratio),480 x 800 pixels (~267 ppi pixel density),Android 2.2 (Froyo),1.0 GHz Scorpion,Qualcomm QSD8650 Snapdragon S1,,microSD  up to 16 GB (dedicated slot)  8 GB included,430 MB,,5 MP| autofocus| LED flash,No,Yes,Yes,,2.1| A2DP| EDR,,,,,Accelerometer,Removable Li-Ion 1500 mAh battery,,100.0,http://cdn2.gsmarena.com/vv/bigpic/lg-us760-genesis.jpg
Intex,Aqua Trend,GSM / HSPA / LTE,,HSDPA 2100 ,LTE band 3(1800)| 40(2300),HSPA  LTE,Yes,Yes,2015  September,Available. Released 2015  September,144.5 x 72.5 x 8.9 mm (5.69 x 2.85 x 0.35 in),158.5,5.61,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~65.8% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Mali-T720MP2,microSD  up to 32 GB,16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,,,,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 3000 mAh battery,Champagne| silver| gray| black,,http://cdn2.gsmarena.com/vv/bigpic/intel-aqua-trend.jpg
LG,A130,GSM / UMTS,GSM 850 / 900 / 1800 / 1900 ,UMTS 2100 ,,Yes  384 kbps,Class 10,Class 10,2010  August. Released 2010  September,Discontinued,92.5 x 47.5 x 16.9 mm (3.64 x 1.87 x 0.67 in),86,,Mini-SIM,TFT   256K colors,2.0 inches (~28.7% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,,5 MB,,VGA,No,Yes,,,Yes,No,,FM radio,microUSB,,Removable Li-Ion 900 mAh battery,Silver| Black,,
,6020,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,Class 6,2004  4Q,Discontinued,106 x 44 x 20 mm| 73 cc (4.17 x 1.73 x 0.79 in),90,3.17,Mini-SIM,TFT  65K colors,1.5 inches (~15.6% screen-to-body ratio),128 x 128 pixels| 5 lines (~121 ppi pixel density),,,,,No,3.5 MB,,VGA,No,Yes,No,,,No,,No,Pop-Port,,Removable Li-Ion 760 mAh battery (BL-5B),Graphite,,http://cdn2.gsmarena.com/vv/bigpic/no6020.gif
verykool,s4010 Gazelle,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700 / 1900 / 2100 ,,HSPA,Yes,Yes,2015  January,Available. Released 2015  January,127.5 x 64.9 x 11 mm (5.02 x 2.56 x 0.43 in),128,4.52,Dual SIM (Mini-SIM),TFT capacitive touchscreen  16M colors,4.0 inches (~55.0% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.4.2 (KitKat),Dual-core 1.0 GHz Cortex-A7,,Mali-400,microSD  up to 32 GB,4 GB,512 MB RAM,,1.3 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| LE,Yes with A-GPS,,FM radio,,Accelerometer| proximity,Li-Ion 1400 mAh battery,White| Blue| Grey,80.0,http://cdn2.gsmarena.com/vv/bigpic/verykool-s4010.jpg
Samsung,Galaxy A7 (2016),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800)| 40(2300),HSPA 42.2/5.76 Mbps  LTE-A Cat6 300/50 Mbps,Yes,Yes,2015  December,Available. Released 2015  December,151.5 x 74.1 x 7.3 mm (5.96 x 2.92 x 0.29 in),172,6.07,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.5 inches (~74.3% screen-to-body ratio),,Android 5.1.1 (Lollipop)| upgradable to 6.0.1 (Marshmallow),Octa-core 1.6 GHz Cortex-A53,Exynos 7580 Octa,Mali-T720MP2,,16 GB,3 GB RAM,13 MP| f/1.9| 28mm| OIS| autofocus| LED flash| ,,Yes,,Wi-Fi 802.11 a/b/g/n| dual-band| WiFi Direct| hotspot,4.1| A2DP| EDR| LE,,Yes,FM radio,,Fingerprint (front-mounted)| accelerometer| proximity| compass,Non-removable Li-Ion 3300 mAh battery,Black| White| Gold| Pink,,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a7-2016.jpg
Acer,Liquid Zest Plus,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only), HSDPA, LTE,,Yes,Yes,2016  April,Available. Released 2016  July,154 x 77 x 10 mm (6.06 x 3.03 x 0.39 in),,,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),,,720 x 1280 pixels (~267 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Mali-T720MP2,microSD (dedicated slot),16 GB,2 GB RAM,13 MP| phase detection/laser autofocus| LED flash,5 MP,Yes,Yes,Yes,Yes,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Non-removable Li-Ion 5000 mAh battery,Blue| White,200.0,http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-zest-plus-z628.jpg
Lenovo,Vibe Z3 Pro,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800),HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,Exp. announcement 2015  Q3,Cancelled,-,,,,IPS LCD capacitive touchscreen  16M colors,5.5 inches,1440 x 2560 pixels (~534 ppi pixel density),Android 5.0.2 (Lollipop),Octa-core (4x1.5 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57),Qualcomm MSM8994 Snapdragon 810,Adreno 430,microSD  up to 256 GB (uses SIM 2 slot),32 GB,4 GB RAM,16 MP| OIS| laser autofocus| dual-LED flash,8 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/n| dual band| hotspot,,Yes with A-GPS GLONASS,Yes,FM radio,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 3400 mAh battery,Black| White| Gold,,http://cdn2.gsmarena.com/vv/bigpic/lenovo.jpg
LG,GB106,GSM,,,,,No,No,2009  January. Released 2009  March,Discontinued,102 x 45 x 14.6 mm (4.02 x 1.77 x 0.57 in),70,2.47,Mini-SIM,CSTN  65K colors,1.5 inches (~15.8% screen-to-body ratio),128 x 128 pixels (~121 ppi pixel density),,,,,No,1 MB,,,,Yes,No,No,,No,,,No,,Removable Li-Ion 950 mAh battery,Black| White,60.0,http://cdn2.gsmarena.com/vv/bigpic/lg-gb106.jpg
Nokia,6260 slide,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 1900 / 2100 ,,HSPA 10.2/2 Mbps,Class 10,Class 10,2008  November. Released 2009  April,Discontinued,99.4 x 46.5 x 15.4 mm (3.91 x 1.83 x 0.61 in),114,,Mini-SIM,,2.4 inches (~37.1% screen-to-body ratio),320 x 480 pixels (~240 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),200 MB,,5 MP| Carl Zeiss optics| autofocus| LED flash,VGA videocall camera,Yes with stereo speakers,No,Wi-Fi 802.11 b/g,2.1| A2DP,Yes with A-GPS; Nokia Maps,,Stereo FM radio| RDS,microUSB 2.0,,Removable Li-Ion 950 mAh battery (BL-5F),Black| Beige,150.0,http://cdn2.gsmarena.com/vv/bigpic/nokia-6260-slide.jpg
HP,iPAQ Glisten,,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 1900 / 2100 ,,HSPA 7.2/0.384 Mbps,Class 10,Class 10,2009  November. Released 2009  December,Discontinued,112.8 x 62.8 x 13.4 mm (4.44 x 2.47 x 0.53 in),132,4.66,Mini-SIM,,2.5 inches (~27.3% screen-to-body ratio),320 x 240 pixels (~160 ppi pixel density),Microsoft Windows Mobile 6.5 Professional,528 MHz ARM 11,Qualcomm MSM7200,Adreno 130,microSD  up to 16 GB (dedicated slot),512 MB ROM,256 MB RAM,3.15 MP| autofocus,No,Yes,Yes,Wi-Fi 802.11b/g,2.0| A2DP,Yes with A-GPS,,No,microUSB 2.0,,Removable Li-Po battery,Black,140.0,http://cdn2.gsmarena.com/vv/bigpic/hp-ipaq-glisten.jpg
Philips,Xenium 9@98,,GSM 900 / 1800 ,,,,,No,2005  1Q,Discontinued,107 x 45 x 19.2 mm| 92 cc (4.21 x 1.77 x 0.76 in),94,3.32,Mini-SIM,CSTN  4096 colors,,101 x 80 pixels| 5 lines,,,,,No,8 MB,,,,No,No,No,No,No,,No,,,Removable Li-Ion 1050 mAh battery,Superior Silver| Power Silver,,
Dell,Venue,,GSM 850 / 900 / 1800 / 1900 ,,,HSPA 7.2/5.76 Mbps,Class 12,Class 12,2010  December. Released 2010  December,Discontinued,121 x 64 x 12.9 mm (4.76 x 2.52 x 0.51 in),164,5.78,Mini-SIM,AMOLED capacitive touchscreen  16M colors,4.1 inches (~61.8% screen-to-body ratio),480 x 800 pixels (~228 ppi pixel density),Android 2.2 (Froyo),1.0 GHz Scorpion,Qualcomm QSD8250 Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),1 GB,512 MB RAM,,No,Yes,Yes,Wi-Fi 802.11 b/g| hotspot,Yes,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1400 mAh battery,Black,390.0,http://cdn2.gsmarena.com/vv/bigpic/dell-venue-ofic.jpg
Spice,M-5250 Boss Item,GSM,,,,,Yes,No,2012  June,Available. Released 2012  June,114.8 x 47.5 x 14.8 mm (4.52 x 1.87 x 0.58 in),95,3.35,Dual SIM (Mini-SIM),TFT  65K colors,2.2 inches (~26.4% screen-to-body ratio),-,,,,,microSD  up to 8 GB (dedicated slot),,,1.3 MP,No,Yes,No,No,Yes,No,,FM radio,,,,White,20.0,http://cdn2.gsmarena.com/vv/bigpic/spice-boss-itom.jpg
Samsung,Z300,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,Yes  384 kbps,Class 10,,,Discontinued,89 x 47 x 25 mm (3.50 x 1.85 x 0.98 in),115,,Mini-SIM,TFT  256K colors,2.0 inches| 31 x 39 mm (~30.1% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,microSD (dedicated slot),50 MB,,1MP| LED flash,VGA videocall camera,No,No,No,1.1,No,,No,Yes,,Removable Li-Ion 950 mAh battery,Dark Black,,http://cdn2.gsmarena.com/vv/bigpic/samsung-z300.gif
Samsung,S3850 Corby II,GSM,,,,,,Yes,2011  March,Available. Released 2011  April,109.9 x 60.6 x 11.7 mm (4.33 x 2.39 x 0.46 in),,3.6,Mini-SIM,TFT capacitive touchscreen  256K colors,3.2 inches (~47.6% screen-to-body ratio),,,,,,microSD  up to 16 GB (dedicated slot),26 MB,,2 MP,No,Yes,Yes,Wi-Fi 802.11 b/g/n,3.0| A2DP,No,,Stereo FM radio| RDS,microUSB 2.0,Accelerometer,Removable Li-Ion 1000 mAh battery,Yellow/Black| White| Pink,80.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-corby-ii-ofic.jpg
HTC,Desire VT,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 1900 / 2100 / TD-SCDMA,,HSPA,Yes,No,2012  June,Available. Released 2012  August,119.5 x 62.2 x 9.6 mm (4.70 x 2.45 x 0.38 in),,4.16,,Capacitive touchscreen  16M colors,4.0 inches (~61.3% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.0 (Ice Cream Sandwich),1.0 GHz Cortex-A5,Qualcomm MSM7227A Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,No,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot| DLNA,4.0| A2DP| aptX,Yes with A-GPS,,Stereo FM radio| RDS,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1650 mAh battery,Black| White,200.0,
