restaurant_name,cuisine,area,rating,cost_for_two,online_order,book_table,votes,phone,address
Pizza Express,Indian,BTM Layout,3.9,1000,No,Yes,698,6813057240,96 Marathahalli Bangalore
Noodle Bar,Mediterranean,JP Nagar,4.8,300,No,No,1990,2504662447,76 Koramangala Bangalore
Vegan Heaven,French,Whitefield,3.1,1000,Yes,Yes,825,355568823,44 Marathahalli Bangalore
Noodle Bar,Korean,Electronic City,5.0,300,Yes,No,4816,5918471742,92 Indiranagar Bangalore
Thai Paradise,Continental,JP Nagar,4.6,700,Yes,No,2931,1357555445,12 HSR Layout Bangalore
Burger Palace,Mexican,HSR Layout,3.6,1500,Yes,No,2550,7357536402,37 JP Nagar Bangalore
Fried Chicken Co,Italian,BTM Layout,3.3,500,Yes,Yes,4871,637817752,33 Marathahalli Bangalore
Mexican Fiesta,Indian,MG Road,3.6,500,Yes,Yes,1447,6138095905,60 BTM Layout Bangalore
Mediterranean Delight,French,Indiranagar,4.3,300,Yes,Yes,4301,3894460512,82 Koramangala Bangalore
Ice Cream Parlor,Indian,HSR Layout,4.2,1500,No,No,210,2011564904,6 Brigade Road Bangalore
Steak House,Chinese,MG Road,3.7,700,No,Yes,471,7069088217,50 JP Nagar Bangalore
Mediterranean Delight,Chinese,Whitefield,3.2,2000,Yes,Yes,805,1702030035,15 JP Nagar Bangalore
Bakery Sweet,Indian,Marathahalli,4.1,1500,Yes,No,3210,1293689594,66 MG Road Bangalore
Golden Dragon,Japanese,Whitefield,3.4,700,No,Yes,2313,5618396115,91 MG Road Bangalore
Sushi House,Continental,JP Nagar,4.8,2000,Yes,No,419,2144398109,61 Brigade Road Bangalore
Mexican Fiesta,Thai,Koramangala,3.7,2000,Yes,Yes,4521,4039060233,29 Marathahalli Bangalore
Ice Cream Parlor,Thai,Koramangala,4.1,500,Yes,No,1093,8741497093,69 HSR Layout Bangalore
BBQ Junction,Indian,Marathahalli,3.6,1000,No,Yes,973,926454706,5 HSR Layout Bangalore
Golden Dragon,Indian,MG Road,4.6,300,No,No,4632,6734421247,80 Electronic City Bangalore
Burger Palace,Italian,HSR Layout,4.3,1000,Yes,No,2639,8279745432,40 Koramangala Bangalore
BBQ Junction,Japanese,JP Nagar,4.7,300,No,No,4021,4603131196,58 Whitefield Bangalore
Golden Dragon,Fast Food,BTM Layout,4.5,500,No,Yes,1873,249219957,27 Marathahalli Bangalore
Seafood Shack,Indian,MG Road,3.8,2000,No,Yes,2776,4983441182,90 Whitefield Bangalore
Mexican Fiesta,Italian,Electronic City,3.9,500,No,Yes,465,289002654,79 Koramangala Bangalore
Fried Chicken Co,American,Indiranagar,3.9,500,No,Yes,2434,7950116531,30 HSR Layout Bangalore
Italian Bistro,Indian,Marathahalli,4.5,2000,Yes,Yes,593,7644075461,13 Whitefield Bangalore
Spice Garden,Italian,Marathahalli,3.6,2000,Yes,Yes,4887,8169935314,37 Whitefield Bangalore
Steak House,Chinese,Koramangala,4.5,1000,No,No,4675,5050834008,2 Indiranagar Bangalore
Ice Cream Parlor,Japanese,MG Road,4.6,300,No,Yes,640,9225054287,38 Marathahalli Bangalore
Italian Bistro,Thai,Marathahalli,3.6,1000,No,Yes,4985,2376461605,36 Marathahalli Bangalore
Curry House,Japanese,JP Nagar,5.0,300,Yes,Yes,2252,1784531440,11 Indiranagar Bangalore
Curry House,Mexican,Marathahalli,4.4,300,No,No,3892,1025252911,69 Marathahalli Bangalore
Coffee Corner,Mexican,Koramangala,4.7,2000,No,No,4516,4163795691,71 HSR Layout Bangalore
Golden Dragon,American,JP Nagar,3.8,2000,Yes,No,2246,6949146508,80 HSR Layout Bangalore
Steak House,Mexican,Marathahalli,4.7,500,Yes,Yes,2420,5991921380,74 JP Nagar Bangalore
Vegan Heaven,Japanese,Marathahalli,3.4,500,Yes,Yes,313,3699906477,12 Whitefield Bangalore
Burger Palace,Italian,MG Road,4.5,1500,Yes,Yes,2181,7322650004,42 Brigade Road Bangalore
Coffee Corner,Mediterranean,Whitefield,5.0,1000,No,Yes,3306,1263709306,17 Koramangala Bangalore
Burger Palace,Fast Food,JP Nagar,3.3,2000,Yes,Yes,1371,1954110115,88 Whitefield Bangalore
Ice Cream Parlor,Continental,JP Nagar,3.7,1000,Yes,No,2148,1220692699,92 Marathahalli Bangalore
Mexican Fiesta,Fast Food,HSR Layout,4.6,500,Yes,Yes,896,8324664749,42 Marathahalli Bangalore
Golden Dragon,Fast Food,Marathahalli,4.8,1500,Yes,Yes,3166,9365547885,56 Koramangala Bangalore
Noodle Bar,Chinese,MG Road,3.1,300,Yes,No,2804,6946300685,21 Koramangala Bangalore
Bakery Sweet,Chinese,Indiranagar,3.2,1000,No,No,4402,3335030049,63 Marathahalli Bangalore
Mexican Fiesta,Korean,JP Nagar,3.6,1000,No,Yes,4041,9201743175,53 HSR Layout Bangalore
Taco Bell,American,BTM Layout,3.1,700,Yes,Yes,417,4823262642,64 Marathahalli Bangalore
Sushi House,Italian,HSR Layout,4.9,2000,No,No,2074,9679302125,97 MG Road Bangalore
Steak House,Japanese,Indiranagar,4.5,1000,Yes,No,3397,685162589,80 Marathahalli Bangalore
Noodle Bar,Mediterranean,Marathahalli,4.7,700,No,Yes,3723,6203619915,87 Electronic City Bangalore
Steak House,Italian,Koramangala,3.9,500,No,Yes,353,7203897923,58 Brigade Road Bangalore
Taco Bell,Thai,Whitefield,3.0,2000,No,Yes,1222,5946482104,63 Indiranagar Bangalore
Sushi House,Indian,Marathahalli,3.6,1000,No,No,3020,2481894837,96 MG Road Bangalore
Italian Bistro,American,MG Road,3.6,1500,Yes,No,1145,8385096210,91 BTM Layout Bangalore
BBQ Junction,Chinese,Marathahalli,4.7,1500,No,Yes,3272,3459638849,46 Marathahalli Bangalore
Pizza Express,Japanese,JP Nagar,4.4,1000,Yes,Yes,4272,1138427689,74 JP Nagar Bangalore
Burger Palace,Chinese,JP Nagar,3.6,2000,Yes,No,905,830693466,62 Whitefield Bangalore
Ice Cream Parlor,Fast Food,Whitefield,3.7,1500,Yes,Yes,1712,1704110984,29 Electronic City Bangalore
Bakery Sweet,American,Brigade Road,3.4,300,Yes,Yes,2121,166446994,5 MG Road Bangalore
Ice Cream Parlor,Mediterranean,MG Road,3.7,300,Yes,Yes,1499,5000267057,87 MG Road Bangalore
Pizza Express,Indian,MG Road,3.4,1500,No,Yes,4770,6214286005,22 HSR Layout Bangalore
Steak House,American,Indiranagar,3.1,500,No,Yes,378,915120844,32 HSR Layout Bangalore
Mexican Fiesta,Indian,Electronic City,4.9,300,Yes,Yes,1220,8163840831,24 Indiranagar Bangalore
Ice Cream Parlor,American,Koramangala,3.4,500,No,No,3029,1586616821,73 Indiranagar Bangalore
Curry House,Korean,Whitefield,4.1,700,No,Yes,4180,186919844,21 Indiranagar Bangalore
Thai Paradise,American,HSR Layout,4.8,700,Yes,Yes,4342,4384168057,49 Electronic City Bangalore
Sushi House,French,MG Road,3.7,500,Yes,No,2841,8420161803,71 MG Road Bangalore
Spice Garden,Chinese,Whitefield,3.3,500,Yes,No,1078,2602200778,2 Whitefield Bangalore
Burger Palace,Mediterranean,Brigade Road,3.1,2000,Yes,Yes,56,6720965085,53 Brigade Road Bangalore
Steak House,Italian,Electronic City,4.1,300,Yes,Yes,2465,2443541681,96 Indiranagar Bangalore
Spice Garden,Indian,Koramangala,4.4,300,No,No,71,8012031273,96 Brigade Road Bangalore
Golden Dragon,Thai,JP Nagar,4.0,500,No,No,1287,4531229775,69 Koramangala Bangalore
Spice Garden,Korean,BTM Layout,3.4,1500,No,No,1586,1619201245,68 Whitefield Bangalore
Taco Bell,Thai,JP Nagar,4.5,700,Yes,No,306,7644967321,80 Electronic City Bangalore
Bakery Sweet,French,Koramangala,4.9,700,Yes,Yes,2994,697770094,87 Koramangala Bangalore
Noodle Bar,French,Whitefield,3.5,700,Yes,Yes,3170,7398766760,44 Indiranagar Bangalore
Steak House,Mexican,HSR Layout,3.2,2000,Yes,No,340,7274333069,31 MG Road Bangalore
Noodle Bar,Mediterranean,Whitefield,4.4,2000,Yes,No,2966,2979493986,39 BTM Layout Bangalore
Noodle Bar,Mediterranean,BTM Layout,3.5,1000,No,Yes,4340,4337867196,32 Koramangala Bangalore
Bakery Sweet,Chinese,Koramangala,3.8,1000,Yes,Yes,425,5140474670,54 Koramangala Bangalore
Steak House,Mexican,JP Nagar,3.8,300,No,No,1242,5707039229,54 Koramangala Bangalore
Ice Cream Parlor,Mediterranean,Brigade Road,3.4,2000,No,No,2503,6740792466,2 Whitefield Bangalore
Fried Chicken Co,Chinese,Koramangala,3.2,500,No,No,4740,5641073439,7 Indiranagar Bangalore
Curry House,Chinese,Marathahalli,4.4,700,Yes,Yes,2443,5454644629,77 Electronic City Bangalore
Vegan Heaven,French,Indiranagar,3.1,1500,No,No,3490,2761981083,72 BTM Layout Bangalore
Thai Paradise,Fast Food,MG Road,4.0,500,Yes,Yes,2846,9334314754,23 Marathahalli Bangalore
BBQ Junction,Indian,MG Road,3.3,500,No,No,3517,4972967193,34 BTM Layout Bangalore
Mexican Fiesta,Japanese,Marathahalli,3.8,700,Yes,Yes,3739,7598760987,95 Whitefield Bangalore
Vegan Heaven,Continental,HSR Layout,3.2,2000,No,Yes,4109,5538697638,47 MG Road Bangalore
Golden Dragon,Mexican,Koramangala,4.2,1500,No,Yes,345,4276827874,19 Whitefield Bangalore
Curry House,French,BTM Layout,4.0,500,No,No,539,3782477315,1 HSR Layout Bangalore
Burger Palace,Mexican,JP Nagar,3.3,1500,No,Yes,3190,9184449022,54 Electronic City Bangalore
Ice Cream Parlor,American,JP Nagar,3.8,1000,No,Yes,1240,1360575762,28 Koramangala Bangalore
Curry House,Fast Food,Electronic City,3.5,700,No,No,3775,7433493571,73 MG Road Bangalore
Coffee Corner,Italian,HSR Layout,3.8,1500,Yes,Yes,3500,7878744071,60 Koramangala Bangalore
Thai Paradise,Mediterranean,Whitefield,3.2,2000,Yes,Yes,2033,5692291802,94 MG Road Bangalore
Curry House,Japanese,HSR Layout,3.1,500,Yes,No,3615,8754685173,52 BTM Layout Bangalore
Mexican Fiesta,Korean,Brigade Road,4.0,500,Yes,No,730,4824914418,71 Koramangala Bangalore
Noodle Bar,Italian,JP Nagar,3.1,1500,Yes,Yes,1208,5788691573,36 Koramangala Bangalore
Noodle Bar,Continental,HSR Layout,4.5,2000,Yes,Yes,4952,2426448440,76 JP Nagar Bangalore
Spice Garden,Italian,BTM Layout,4.5,300,Yes,Yes,4963,6172081428,9 Electronic City Bangalore
Taco Bell,Mexican,Koramangala,4.7,500,Yes,No,2149,9388377158,22 JP Nagar Bangalore
Bakery Sweet,Mediterranean,Whitefield,3.9,1000,Yes,No,2557,3826094885,52 Whitefield Bangalore
Steak House,Continental,JP Nagar,4.7,700,Yes,No,2400,9457938271,2 Koramangala Bangalore
Curry House,Thai,Marathahalli,4.9,500,Yes,Yes,2793,1554016261,16 Electronic City Bangalore
Noodle Bar,Fast Food,JP Nagar,4.7,1000,Yes,Yes,1927,2179196695,52 BTM Layout Bangalore
Burger Palace,Indian,Marathahalli,3.6,700,Yes,No,4949,3769534972,69 Indiranagar Bangalore
Ice Cream Parlor,American,Koramangala,4.1,300,No,Yes,1358,3596294345,68 JP Nagar Bangalore
Thai Paradise,Chinese,HSR Layout,3.3,2000,No,No,3930,9138855120,72 Electronic City Bangalore
Thai Paradise,Fast Food,Marathahalli,4.2,300,Yes,Yes,109,7987783270,73 Electronic City Bangalore
Golden Dragon,Indian,Koramangala,3.6,1500,No,No,1259,6025920230,9 BTM Layout Bangalore
Bakery Sweet,American,BTM Layout,3.9,300,Yes,No,3921,716589191,96 Electronic City Bangalore
Bakery Sweet,Mediterranean,Marathahalli,4.8,700,No,No,980,7372580319,86 Brigade Road Bangalore
Taco Bell,French,Whitefield,4.8,500,No,Yes,2817,2510139547,10 Brigade Road Bangalore
Spice Garden,Japanese,Koramangala,4.9,1500,No,Yes,2470,6821504724,65 JP Nagar Bangalore
Taco Bell,Japanese,BTM Layout,3.2,300,Yes,No,803,6819137905,29 Electronic City Bangalore
Coffee Corner,Mediterranean,Brigade Road,3.5,1000,Yes,Yes,328,8184041728,48 JP Nagar Bangalore
Golden Dragon,American,JP Nagar,3.8,1000,Yes,No,2902,2520784017,81 MG Road Bangalore
Fried Chicken Co,Mexican,Electronic City,3.1,1500,Yes,No,3098,7664814447,45 Whitefield Bangalore
Coffee Corner,Mexican,Whitefield,3.0,700,No,Yes,4065,485186468,34 BTM Layout Bangalore
Noodle Bar,Indian,Indiranagar,3.6,500,Yes,No,1800,490564187,23 Koramangala Bangalore
Golden Dragon,American,Brigade Road,4.9,1000,No,No,2853,1391466942,83 HSR Layout Bangalore
Ice Cream Parlor,Indian,Brigade Road,4.6,1000,No,Yes,4216,1334624946,95 Indiranagar Bangalore
Curry House,Mediterranean,BTM Layout,4.5,500,Yes,No,2500,4342297274,12 Electronic City Bangalore
Ice Cream Parlor,Thai,Electronic City,3.0,300,Yes,Yes,4413,1502847032,78 JP Nagar Bangalore
Fried Chicken Co,Mexican,JP Nagar,4.1,500,No,No,3531,7737103827,81 HSR Layout Bangalore
Thai Paradise,Thai,Electronic City,4.6,2000,Yes,Yes,3363,9743920881,31 Koramangala Bangalore
Sushi House,Chinese,Whitefield,3.2,500,Yes,No,233,987031169,60 Brigade Road Bangalore
Golden Dragon,Italian,MG Road,4.3,2000,No,Yes,2426,3547668382,80 Marathahalli Bangalore
Mexican Fiesta,Fast Food,Indiranagar,3.2,700,No,No,560,6660296344,74 HSR Layout Bangalore
Curry House,Mediterranean,MG Road,4.6,700,No,Yes,3133,6908545016,24 JP Nagar Bangalore
Bakery Sweet,Thai,Indiranagar,4.8,700,No,Yes,605,3784252565,85 Whitefield Bangalore
Vegan Heaven,French,Indiranagar,3.3,500,No,No,1514,8505161177,56 JP Nagar Bangalore
Ice Cream Parlor,American,JP Nagar,4.1,500,No,No,1118,5162352090,93 MG Road Bangalore
Mexican Fiesta,Italian,JP Nagar,3.6,300,Yes,Yes,2361,7741947312,91 Whitefield Bangalore
Mexican Fiesta,Fast Food,Whitefield,4.1,1500,Yes,No,660,4679976331,27 Koramangala Bangalore
Curry House,Continental,JP Nagar,5.0,500,Yes,No,4072,1503827814,96 Marathahalli Bangalore
Sushi House,Indian,JP Nagar,3.1,300,No,Yes,572,3421029807,30 Brigade Road Bangalore
Sushi House,Indian,Koramangala,3.2,2000,No,No,2658,5270756632,11 Electronic City Bangalore
Curry House,French,Brigade Road,4.3,500,Yes,No,936,1019612559,91 Marathahalli Bangalore
Vegan Heaven,Fast Food,Koramangala,4.3,1500,No,Yes,2383,1430659083,95 Electronic City Bangalore
Coffee Corner,American,Indiranagar,5.0,300,No,No,704,5441733730,85 Whitefield Bangalore
Coffee Corner,Continental,Indiranagar,3.6,1500,Yes,No,899,3354510612,39 Whitefield Bangalore
Seafood Shack,Mediterranean,Brigade Road,4.8,2000,Yes,Yes,73,7011644552,31 Marathahalli Bangalore
Mexican Fiesta,Chinese,BTM Layout,4.5,700,No,No,4733,8880215816,21 Indiranagar Bangalore
Burger Palace,Fast Food,Whitefield,4.4,1500,No,No,1959,1632824829,68 JP Nagar Bangalore
Sushi House,Italian,MG Road,3.7,2000,No,Yes,3215,7579667874,82 Whitefield Bangalore
Taco Bell,French,Whitefield,3.3,2000,No,Yes,107,6633293952,42 Whitefield Bangalore
Burger Palace,Mexican,Brigade Road,4.8,700,No,No,3984,37099854,41 JP Nagar Bangalore
Spice Garden,Japanese,HSR Layout,4.8,300,No,No,2960,1354286547,20 BTM Layout Bangalore
BBQ Junction,Mexican,Marathahalli,3.5,1000,No,No,2186,4484024791,6 Brigade Road Bangalore
Ice Cream Parlor,Mediterranean,HSR Layout,4.6,300,No,Yes,976,9739725393,85 Marathahalli Bangalore
Thai Paradise,Mediterranean,Marathahalli,3.5,2000,Yes,No,788,7846068284,80 Koramangala Bangalore
Burger Palace,Japanese,Whitefield,5.0,2000,No,Yes,4494,8026766566,1 JP Nagar Bangalore
Sushi House,Italian,BTM Layout,4.4,700,No,Yes,3333,6092177961,76 JP Nagar Bangalore
Coffee Corner,Fast Food,BTM Layout,4.8,2000,No,Yes,3529,6203716108,50 JP Nagar Bangalore
Thai Paradise,Continental,Koramangala,4.2,1500,No,Yes,2509,1834111918,89 Whitefield Bangalore
Burger Palace,Italian,Brigade Road,3.4,1000,No,No,1907,5119505404,42 Brigade Road Bangalore
Ice Cream Parlor,Chinese,Brigade Road,4.0,2000,Yes,Yes,1898,6725979595,38 Brigade Road Bangalore
Spice Garden,Italian,Koramangala,4.2,700,No,No,545,8015344900,7 Koramangala Bangalore
Steak House,French,Indiranagar,4.4,300,No,Yes,4791,4065275867,58 Indiranagar Bangalore
Mediterranean Delight,Indian,Whitefield,4.3,300,Yes,No,1328,2587233042,91 HSR Layout Bangalore
Vegan Heaven,Chinese,Koramangala,3.9,700,Yes,No,1329,7503196049,88 HSR Layout Bangalore
Pizza Express,Mexican,Brigade Road,5.0,1500,Yes,Yes,4427,9344189888,91 JP Nagar Bangalore
Sushi House,Korean,BTM Layout,4.2,1000,No,No,2542,9403565163,47 Whitefield Bangalore
Fried Chicken Co,Fast Food,Brigade Road,3.2,2000,No,No,1533,206244802,12 Electronic City Bangalore
Sushi House,Korean,Whitefield,3.8,1500,Yes,Yes,1686,8816180983,54 Brigade Road Bangalore
Mediterranean Delight,Chinese,Whitefield,3.7,700,No,Yes,3919,8208896516,36 Indiranagar Bangalore
Pizza Express,Indian,BTM Layout,4.1,2000,Yes,Yes,331,2116613417,37 JP Nagar Bangalore
Vegan Heaven,Mediterranean,JP Nagar,3.2,500,Yes,Yes,3987,8053886020,33 Indiranagar Bangalore
Taco Bell,Italian,MG Road,4.3,300,Yes,No,2395,2018224000,87 HSR Layout Bangalore
Vegan Heaven,Mediterranean,Whitefield,4.3,1000,Yes,No,2513,2784974313,13 Indiranagar Bangalore
Coffee Corner,Continental,Electronic City,4.2,1000,Yes,Yes,1546,7377968865,56 MG Road Bangalore
Seafood Shack,Fast Food,Electronic City,4.2,700,Yes,No,1156,6038277864,28 Electronic City Bangalore
Thai Paradise,Continental,Indiranagar,3.2,300,Yes,No,196,6697010772,36 Indiranagar Bangalore
Coffee Corner,Continental,BTM Layout,4.6,1500,Yes,Yes,3846,1857774932,69 Marathahalli Bangalore
Curry House,Mediterranean,Koramangala,3.5,300,Yes,No,3239,60395487,45 Koramangala Bangalore
Seafood Shack,Indian,HSR Layout,3.7,1000,Yes,No,1405,4604346941,34 HSR Layout Bangalore
Mexican Fiesta,Korean,Marathahalli,4.7,700,Yes,No,241,5252917646,53 Koramangala Bangalore
Coffee Corner,Chinese,MG Road,4.9,2000,Yes,Yes,3737,2056961239,93 BTM Layout Bangalore
Bakery Sweet,Indian,BTM Layout,4.3,300,No,Yes,4300,4931030809,7 JP Nagar Bangalore
Coffee Corner,American,Indiranagar,3.2,300,No,No,2930,4489186221,62 Koramangala Bangalore
BBQ Junction,Indian,MG Road,4.8,700,No,No,2830,9986000125,72 JP Nagar Bangalore
Sushi House,French,Electronic City,4.4,700,No,Yes,4784,3661101886,4 Whitefield Bangalore
Italian Bistro,Mediterranean,JP Nagar,3.6,1000,No,No,302,1468795862,40 JP Nagar Bangalore
Italian Bistro,Chinese,Brigade Road,3.6,1500,No,Yes,4031,9607451824,61 Indiranagar Bangalore
Mediterranean Delight,French,Brigade Road,3.7,700,No,Yes,2614,7570849103,84 Whitefield Bangalore
Bakery Sweet,Mediterranean,Indiranagar,3.5,1000,Yes,Yes,841,728755415,76 HSR Layout Bangalore
Golden Dragon,Indian,Electronic City,3.9,700,No,Yes,1928,3015987660,7 Koramangala Bangalore
Taco Bell,Continental,MG Road,4.9,1500,Yes,Yes,144,2012771516,95 Electronic City Bangalore
Coffee Corner,Continental,Indiranagar,4.0,500,No,No,4621,9220483142,4 HSR Layout Bangalore
BBQ Junction,Thai,Electronic City,4.8,1000,Yes,Yes,3086,1391771888,67 Electronic City Bangalore
Mediterranean Delight,Thai,Electronic City,4.5,1000,No,Yes,2591,849535600,86 HSR Layout Bangalore
Spice Garden,Fast Food,Marathahalli,4.0,1500,Yes,Yes,1988,8710741907,62 MG Road Bangalore
Spice Garden,French,BTM Layout,4.3,2000,No,Yes,4733,3348762461,7 BTM Layout Bangalore
Thai Paradise,Indian,Electronic City,4.1,500,No,Yes,1286,5782731337,89 BTM Layout Bangalore
Mediterranean Delight,Italian,Indiranagar,4.9,1500,No,No,257,3146586576,61 Marathahalli Bangalore
Curry House,Italian,Marathahalli,4.5,2000,No,No,920,3796491863,56 Indiranagar Bangalore
Golden Dragon,French,Koramangala,4.0,2000,No,Yes,1771,4271452775,87 HSR Layout Bangalore
Fried Chicken Co,Continental,Whitefield,3.2,300,No,No,285,4718038437,18 Electronic City Bangalore
Mediterranean Delight,Thai,BTM Layout,4.2,2000,No,No,4439,6051493688,91 Electronic City Bangalore
Taco Bell,Indian,HSR Layout,3.1,700,No,Yes,2945,4869694335,45 Marathahalli Bangalore
Mexican Fiesta,Fast Food,BTM Layout,4.1,1500,No,No,2206,6739311334,3 Marathahalli Bangalore
Ice Cream Parlor,Fast Food,Brigade Road,3.0,1000,Yes,Yes,439,492069686,65 MG Road Bangalore
Seafood Shack,Thai,HSR Layout,4.3,1000,No,No,3642,3472395479,8 HSR Layout Bangalore
Italian Bistro,Fast Food,Electronic City,4.9,1000,No,Yes,4897,5347182254,68 Indiranagar Bangalore
Curry House,Chinese,Whitefield,3.6,700,Yes,Yes,3810,7874746395,38 JP Nagar Bangalore
Noodle Bar,American,JP Nagar,3.4,300,No,No,2511,8603194824,70 BTM Layout Bangalore
Fried Chicken Co,Korean,MG Road,4.2,2000,No,Yes,1483,2391245569,71 Brigade Road Bangalore
Sushi House,Chinese,MG Road,4.1,1500,No,Yes,1417,3853393315,45 Indiranagar Bangalore
Steak House,Fast Food,BTM Layout,3.5,300,Yes,Yes,976,5282349791,94 Electronic City Bangalore
Taco Bell,French,JP Nagar,3.4,500,Yes,Yes,2214,8063115542,83 HSR Layout Bangalore
Spice Garden,Indian,JP Nagar,4.1,500,No,Yes,2644,6738578046,41 JP Nagar Bangalore
Sushi House,Thai,HSR Layout,3.1,700,Yes,No,3625,6049291298,67 Indiranagar Bangalore
Bakery Sweet,Mexican,Koramangala,3.7,1000,No,No,1700,8521716242,12 BTM Layout Bangalore
Noodle Bar,Mediterranean,Electronic City,3.1,1500,Yes,No,3363,7227921217,29 Koramangala Bangalore
Italian Bistro,Fast Food,HSR Layout,4.1,300,Yes,Yes,1390,4083170122,2 Whitefield Bangalore
Taco Bell,Italian,BTM Layout,5.0,1500,Yes,No,4059,2997506288,15 Indiranagar Bangalore
Taco Bell,Korean,MG Road,4.7,300,Yes,No,2035,8607615245,64 Koramangala Bangalore
Italian Bistro,Indian,BTM Layout,3.1,1000,No,Yes,3016,6505309523,14 JP Nagar Bangalore
Vegan Heaven,Continental,MG Road,4.6,1000,No,Yes,239,786037831,83 Electronic City Bangalore
Italian Bistro,Indian,Marathahalli,4.6,700,No,Yes,4835,6798304414,94 Marathahalli Bangalore
BBQ Junction,Thai,Whitefield,3.9,1500,Yes,Yes,4223,7914156608,51 JP Nagar Bangalore
Sushi House,French,Electronic City,3.5,1500,No,Yes,3678,9348088797,76 Marathahalli Bangalore
Burger Palace,Mexican,Marathahalli,4.6,700,Yes,Yes,316,3338764486,33 Whitefield Bangalore
Spice Garden,Italian,Koramangala,4.8,1500,No,Yes,3953,6791261565,39 Indiranagar Bangalore
Noodle Bar,Continental,BTM Layout,4.3,1500,Yes,No,4291,477999860,83 Indiranagar Bangalore
Ice Cream Parlor,French,Marathahalli,4.9,700,No,Yes,3772,1660305428,56 BTM Layout Bangalore
Mexican Fiesta,Japanese,Indiranagar,4.2,300,No,No,2375,9305437165,43 BTM Layout Bangalore
Seafood Shack,Indian,BTM Layout,4.3,300,Yes,Yes,1244,7543490883,15 Brigade Road Bangalore
Noodle Bar,Mexican,Marathahalli,3.8,1500,Yes,Yes,4979,3037186476,80 Indiranagar Bangalore
Taco Bell,French,Brigade Road,3.2,700,Yes,Yes,612,8928176267,28 JP Nagar Bangalore
Vegan Heaven,Thai,Whitefield,4.9,1000,Yes,Yes,3718,9502480123,8 MG Road Bangalore
Ice Cream Parlor,Mexican,HSR Layout,3.7,300,Yes,No,3587,4076037754,14 HSR Layout Bangalore
Ice Cream Parlor,American,JP Nagar,3.3,2000,Yes,Yes,778,9842417382,46 Marathahalli Bangalore
Mexican Fiesta,Chinese,Whitefield,4.0,300,Yes,Yes,3653,6591354437,75 HSR Layout Bangalore
Thai Paradise,Mediterranean,Koramangala,4.4,1500,Yes,Yes,2289,3532236005,3 Koramangala Bangalore
